grp,lon,lat,
shore,-77.31774083,44.078451,
shore,-77.32726,44.0818825,
shore,-77.33201967,44.0858855,
shore,-77.329639,44.09217383,
shore,-77.32011867,44.09903233,
shore,-77.32091,44.111606,
shore,-77.31852933,44.1184625,
shore,-77.31059633,44.12131883,
shore,-77.310596,44.12303267,
shore,-77.31535533,44.12474717,
shore,-77.32408283,44.11732033,
shore,-77.33122267,44.11332117,
shore,-77.3399495,44.112751,
shore,-77.3328085,44.12017867,
shore,-77.32566833,44.12646267,
shore,-77.313768,44.12988867,
shore,-77.305042,44.13045933,
shore,-77.3010745,44.136171,
shore,-77.30107417,44.13788467,
shore,-77.310594,44.13617233,
shore,-77.31059367,44.13959967,
shore,-77.30821317,44.14416817,
shore,-77.31376633,44.14588217,
shore,-77.32407917,44.14417033,
shore,-77.32883967,44.14131483,
shore,-77.3335995,44.14074417,
shore,-77.34232583,44.14017433,
shore,-77.34470567,44.141888,
shore,-77.35263867,44.13903267,
shore,-77.36295217,44.13789183,
shore,-77.36612567,44.13217967,
shore,-77.37167883,44.13446517,
shore,-77.38040433,44.13846467,
shore,-77.38754433,44.139037,
shore,-77.39627117,44.1333255,
shore,-77.40658533,44.12590033,
shore,-77.43197217,44.1184755,
shore,-77.45339167,44.11390633,
shore,-77.47560517,44.10933733,
shore,-77.48671167,44.10476667,
shore,-77.494645,44.1059105,
shore,-77.49702467,44.10533917,
shore,-77.499405,44.10133833,
shore,-77.502579,44.09505117,
shore,-77.51606617,44.08704933,
shore,-77.52479367,44.0807615,
shore,-77.53669317,44.0779035,
shore,-77.54938683,44.07218667,
shore,-77.5581145,44.0630375,
shore,-77.56763467,44.05617433,
shore,-77.5716015,44.0533145,
shore,-77.5819145,44.053316,
shore,-77.59064067,44.05960933,
shore,-77.60015983,44.06418567,
shore,-77.59619267,44.06990433,
shore,-77.58667217,44.07790917,
shore,-77.577945,44.0830545,
shore,-77.57477083,44.09162967,
shore,-77.57318367,44.09620267,
shore,-77.57239,44.0990605,
shore,-77.57080317,44.1013465,
shore,-77.56525067,44.09791667,
shore,-77.55811017,44.10077383,
shore,-77.5477975,44.10134383,
shore,-77.53986383,44.10305767,
shore,-77.53034417,44.10134217,
shore,-77.52241083,44.10648483,
shore,-77.50813,44.11448383,
shore,-77.4890905,44.11733917,
shore,-77.4700505,44.11962233,
shore,-77.44942333,44.12876167,
shore,-77.4303835,44.13504333,
shore,-77.41372317,44.1413245,
shore,-77.40023617,44.14760517,
shore,-77.39309583,44.15160183,
shore,-77.38674917,44.15160117,
shore,-77.37802233,44.15731083,
shore,-77.362949,44.160164,
shore,-77.35104917,44.1630175,
shore,-77.3439095,44.16073283,
shore,-77.33359583,44.16701183,
shore,-77.321697,44.16358483,
shore,-77.31693767,44.15787467,
shore,-77.315352,44.15330633,
shore,-77.30186567,44.154447,
shore,-77.2963125,44.1521625,
shore,-77.28361917,44.15901333,
shore,-77.27727217,44.16129617,
shore,-77.264578,44.17214233,
shore,-77.2534715,44.17670733,
shore,-77.247125,44.17499417,
shore,-77.232052,44.17784683,
shore,-77.22253317,44.17270817,
shore,-77.21142767,44.16814033,
shore,-77.20904867,44.16243067,
shore,-77.21222233,44.15900517,
shore,-77.20984317,44.15557933,
shore,-77.196357,44.15786183,
shore,-77.188424,44.156148,
shore,-77.18445717,44.15900233,
shore,-77.17731717,44.16414033,
shore,-77.16224467,44.161855,
shore,-77.1471725,44.16071117,
shore,-77.137653,44.16242333,
shore,-77.13368567,44.16756083,
shore,-77.1273395,44.16927283,
shore,-77.12575317,44.16698933,
shore,-77.11623367,44.16870083,
shore,-77.10671367,44.17098333,
shore,-77.09878067,44.17383667,
shore,-77.08370783,44.1784015,
shore,-77.07260133,44.18182533,
shore,-77.05435467,44.19095467,
shore,-77.03610817,44.19722933,
shore,-77.03134883,44.19779967,
shore,-77.02182867,44.20122217,
shore,-77.00517083,44.19836767,
shore,-76.995652,44.19665483,
shore,-76.9893055,44.19893667,
shore,-76.98216383,44.21148667,
shore,-76.97264367,44.21947133,
shore,-76.97899183,44.206923,
shore,-76.98851267,44.19437183,
shore,-76.99485967,44.190378,
shore,-77.00517183,44.19266133,
shore,-77.01310417,44.192662,
shore,-77.019451,44.18980983,
shore,-77.0186585,44.1846735,
shore,-77.0353185,44.17611333,
shore,-77.044839,44.1646975,
shore,-77.05118683,44.15327817,
shore,-77.05674183,44.1401435,
shore,-77.0654695,44.12929117,
shore,-77.065471,44.11843567,
shore,-77.06785217,44.10872133,
shore,-77.06467917,44.10472017,
shore,-77.04960683,44.107005,
shore,-77.03691367,44.11271833,
shore,-77.02342767,44.11671717,
shore,-77.020253,44.12814367,
shore,-77.00914617,44.13785367,
shore,-76.9924865,44.14356367,
shore,-76.977414,44.14756,
shore,-76.96789433,44.15326983,
shore,-76.96075367,44.1601215,
shore,-76.96313267,44.16526017,
shore,-76.9615455,44.16982683,
shore,-76.942507,44.17439167,
shore,-76.93378067,44.174962,
shore,-76.92664217,44.17267767,
shore,-76.9195035,44.16811017,
shore,-76.91871083,44.16468467,
shore,-76.91395017,44.1698225,
shore,-76.90760417,44.17153433,
shore,-76.90443183,44.16696683,
shore,-76.892533,44.1681075,
shore,-76.89174017,44.16296967,
shore,-76.88460167,44.16068517,
shore,-76.88539567,44.15611733,
shore,-76.90205433,44.15269267,
shore,-76.9115735,44.15212217,
shore,-76.91553883,44.15497783,
shore,-76.925852,44.152124,
shore,-76.94013083,44.1475565,
shore,-76.94965017,44.14755733,
shore,-76.95837633,44.14470283,
shore,-76.968689,44.14184817,
shore,-76.975036,44.13727917,
shore,-76.9813815,44.13842217,
shore,-76.99169433,44.1355675,
shore,-77.0051805,44.13099883,
shore,-77.00914733,44.12700017,
shore,-77.00756133,44.1241435,
shore,-77.00994233,44.11500133,
shore,-77.01390967,44.1081445,
shore,-77.02025717,44.10071517,
shore,-77.02977633,44.09785817,
shore,-77.0408825,44.09442917,
shore,-77.048022,44.09614483,
shore,-77.053575,44.09271583,
shore,-77.0630955,44.086428,
shore,-77.06785517,44.08414183,
shore,-77.07737483,44.08299933,
shore,-77.0765825,44.07613783,
shore,-77.06230333,44.07556417,
shore,-77.06389033,44.07213333,
shore,-77.0654775,44.06755833,
shore,-77.05595833,44.0687015,
shore,-77.04802433,44.07613483,
shore,-77.041679,44.07270283,
shore,-77.04961217,44.06755717,
shore,-77.04802617,44.06526917,
shore,-77.03929917,44.07098733,
shore,-77.02660633,44.07556083,
shore,-77.01946733,44.07441617,
shore,-77.025814,44.06869817,
shore,-77.0353345,44.06069233,
shore,-77.04644067,44.0572615,
shore,-77.05754667,44.0544025,
shore,-77.05913367,44.0521145,
shore,-77.05278817,44.04753683,
shore,-77.044855,44.048108,
shore,-77.03057567,44.0521115,
shore,-77.0178835,44.05268233,
shore,-77.00915717,44.05840183,
shore,-76.9964645,44.06183233,
shore,-76.98535883,44.061831,
shore,-76.9702865,44.06411767,
shore,-76.95918017,44.07097933,
shore,-76.95283233,44.081843,
shore,-76.94013883,44.094991,
shore,-76.92109883,44.1064205,
shore,-76.89888717,44.11384767,
shore,-76.884607,44.125274,
shore,-76.863188,44.132699,
shore,-76.84414883,44.14412067,
shore,-76.80210417,44.16353233,
shore,-76.788618,44.1720945,
shore,-76.78623767,44.17551933,
shore,-76.77751183,44.1806555,
shore,-76.77116583,44.17951317,
shore,-76.76006067,44.18008333,
shore,-76.74181483,44.1920665,
shore,-76.73546867,44.19263633,
shore,-76.72674217,44.20233583,
shore,-76.707704,44.208039,
shore,-76.68787183,44.2171645,
shore,-76.68945967,44.208608,
shore,-76.67756183,44.20746633,
shore,-76.65614467,44.211458,
shore,-76.63155417,44.21944167,
shore,-76.625207,44.23084683,
shore,-76.60854817,44.2393985,
shore,-76.60140967,44.23939817,
shore,-76.61330883,44.23198633,
shore,-76.61886267,44.223433,
shore,-76.6148975,44.21715883,
shore,-76.60617333,44.21202433,
shore,-76.5918955,44.2160165,
shore,-76.579265,44.21531867,
shore,-76.5705365,44.21134583,
shore,-76.5546755,44.21138167,
shore,-76.54596317,44.22109583,
shore,-76.52692467,44.21543383,
shore,-76.51106733,44.217748,
shore,-76.50472817,44.22175283,
shore,-76.49204233,44.2229195,
shore,-76.4792635,44.23152233,
shore,-76.4641925,44.227561,
shore,-76.44765267,44.23440983,
shore,-76.44186433,44.23599033,
shore,-76.43932717,44.2341405,
shore,-76.42822967,44.23644133,
shore,-76.41753267,44.24216217,
shore,-76.41000317,44.244456,
shore,-76.403268,44.24817367,
shore,-76.39890933,44.2496065,
shore,-76.39217083,44.24990317,
shore,-76.38306,44.2559045,
shore,-76.23493883,44.18011883,
shore,-76.24305067,44.17687767,
shore,-76.24700983,44.174307,
shore,-76.24422733,44.16889617,
shore,-76.24938383,44.17173883,
shore,-76.25017233,44.16917283,
shore,-76.25650867,44.16631367,
shore,-76.26086533,44.16459717,
shore,-76.26680667,44.16230867,
shore,-76.27036883,44.159453,
shore,-76.27512383,44.15887583,
shore,-76.281864,44.16057583,
shore,-76.288993,44.15742967,
shore,-76.2921585,44.1542895,
shore,-76.29572467,44.153714,
shore,-76.2996825,44.15028733,
shore,-76.30442983,44.14514933,
shore,-76.3087795,44.1391565,
shore,-76.31432133,44.13487217,
shore,-76.32145317,44.13343483,
shore,-76.3277915,44.13142883,
shore,-76.331751,44.12914183,
shore,-76.33848883,44.128845,
shore,-76.34126,44.126845,
shore,-76.34442667,44.12455883,
shore,-76.36659433,44.1079855,
shore,-76.3705495,44.10341717,
shore,-76.36974817,44.09885783,
shore,-76.36023667,44.10001567,
shore,-76.35943933,44.09773717,
shore,-76.35783833,44.0897585,
shore,-76.34833083,44.09262667,
shore,-76.34435867,44.08864283,
shore,-76.34593317,44.08293933,
shore,-76.35702033,44.07721767,
shore,-76.36097567,44.0732195,
shore,-76.35700217,44.068666,
shore,-76.341947,44.07211467,
shore,-76.33243983,44.07498283,
shore,-76.32134817,44.07842317,
shore,-76.3118405,44.08072,
shore,-76.31431767,44.077796,
shore,-76.32224917,44.07379367,
shore,-76.334147,44.0692195,
shore,-76.33176833,44.0635,
shore,-76.32225217,44.05949633,
shore,-76.307976,44.0589235,
shore,-76.29607983,44.0583515,
shore,-76.299254,44.049199,
shore,-76.2968755,44.04290583,
shore,-76.30163533,44.03775633,
shore,-76.30242967,44.03146167,
shore,-76.30877517,44.02573933,
shore,-76.30481117,44.01887067,
shore,-76.30322633,44.01085717,
shore,-76.283994,44.0111425,
shore,-76.27943433,44.00599033,
shore,-76.27031533,43.998547,
shore,-76.26992067,43.98881217,
shore,-76.27031883,43.98251217,
shore,-76.27547483,43.97793017,
shore,-76.2849935,43.96761933,
shore,-76.28102983,43.9601715,
shore,-76.26715017,43.96418183,
shore,-76.256046,43.96733217,
shore,-76.24176917,43.976211,
shore,-76.23621667,43.9793615,
shore,-76.221938,43.99568283,
shore,-76.22035,44.00541633,
shore,-76.209245,44.015434,
shore,-76.2028995,44.02230267,
shore,-76.20408767,44.0274535,
shore,-76.210432,44.02859833,
shore,-76.21875967,44.02802583,
shore,-76.2362075,44.02745383,
shore,-76.24969033,44.02287567,
shore,-76.25960483,44.01858317,
shore,-76.27586433,44.01600933,
shore,-76.28062317,44.01228717,
shore,-76.282603,44.0257385,
shore,-76.27625583,44.04004433,
shore,-76.266737,44.04977017,
shore,-76.24849317,44.0629255,
shore,-76.229459,44.0663565,
shore,-76.21518233,44.071503,
shore,-76.20249217,44.0783645,
shore,-76.2016995,44.07607767,
shore,-76.20645867,44.0703595,
shore,-76.21280517,44.062353,
shore,-76.204082,44.05663267,
shore,-76.186634,44.05949233,
shore,-76.17315117,44.06578383,
shore,-76.165221,44.063496,
shore,-76.151738,44.06749883,
shore,-76.146186,44.07035817,
shore,-76.12873733,44.08065083,
shore,-76.1390485,44.072074,
shore,-76.14460083,44.06578333,
shore,-76.14539433,44.06292383,
shore,-76.1319125,44.0634955,
shore,-76.14539633,44.05491583,
shore,-76.15253533,44.04519117,
shore,-76.16522617,44.03718117,
shore,-76.165227,44.03260333,
shore,-76.15253833,44.03145833,
shore,-76.14302117,44.03489167,
shore,-76.14143417,44.0394695,
shore,-76.12953817,44.038897,
shore,-76.12240117,44.03718033,
shore,-76.12557567,44.02573567,
shore,-76.13588683,44.01772267,
shore,-76.15016383,44.00856383,
shore,-76.16602567,44.0045565,
shore,-76.18505967,43.99997667,
shore,-76.2017165,43.98909717,
shore,-76.20964917,43.97706967,
shore,-76.20171933,43.97363267,
shore,-76.2025135,43.9679045,
shore,-76.18903083,43.97076833,
shore,-76.1787205,43.97363267,
shore,-76.17317017,43.968477,
shore,-76.16841367,43.95988283,
shore,-76.15651833,43.95988267,
shore,-76.14937917,43.96618517,
shore,-76.129553,43.96847667,
shore,-76.10893117,43.9805055,
shore,-76.0946545,43.9919595,
shore,-76.08672317,43.997113,
shore,-76.08592917,44.00169383,
shore,-76.079584,44.00512867,
shore,-76.07165533,43.998831,
shore,-76.05817583,43.99024183,
shore,-76.059764,43.98107867,
shore,-76.0573855,43.9764965,
shore,-76.06373133,43.9701955,
shore,-76.07642,43.967331,
shore,-76.07483217,43.9753505,
shore,-76.08117617,43.976496,
shore,-76.0938655,43.97363233,
shore,-76.10655667,43.95931,
shore,-76.1192475,43.94842233,
shore,-76.12559167,43.9495685,
shore,-76.14383283,43.94498383,
shore,-76.1398695,43.9363865,
shore,-76.13194,43.9323745,
shore,-76.12639033,43.923775,
shore,-76.1263935,43.9117345,
shore,-76.12798183,43.90198533,
shore,-76.135914,43.89223467,
shore,-76.148604,43.88821883,
shore,-76.15812033,43.8870715,
shore,-76.175569,43.87961333,
shore,-76.18905317,43.8710065,
shore,-76.2017435,43.86469417,
shore,-76.19936617,43.856085,
shore,-76.20254,43.84919733,
shore,-76.21047083,43.84804933,
shore,-76.20809017,43.85436317,
shore,-76.21522667,43.85838133,
shore,-76.22157033,43.861825,
