grp,lon,lat,
shore,-76.23267383,43.86067733,
shore,-76.236638,43.8641205,
shore,-76.231084,43.8750235,
shore,-76.22394517,43.88076117,
shore,-76.22870217,43.88649867,
shore,-76.240599,43.88477733,
shore,-76.25328867,43.8807615,
shore,-76.27232317,43.87731933,
shore,-76.29294633,43.86354783,
shore,-76.30008967,43.83943867,
shore,-76.294539,43.8354195,
shore,-76.27947017,43.83829017,
shore,-76.2699535,43.8359935,
shore,-76.2675755,43.83197417,
shore,-76.26995583,43.8262315,
shore,-76.261233,43.82393433,
shore,-76.24854383,43.82278583,
shore,-76.24695883,43.81933967,
shore,-76.24220167,43.814745,
shore,-76.23030367,43.82336,
shore,-76.22792483,43.820488,
shore,-76.2358575,43.81187267,
shore,-76.2342735,43.80497983,
shore,-76.223175,43.78716833,
shore,-76.217628,43.772226,
shore,-76.214461,43.752105,
shore,-76.20733283,43.72104867,
shore,-76.20099817,43.68824933,
shore,-76.1962505,43.65658467,
shore,-76.197845,43.63181683,
shore,-76.20023517,43.60069917,
shore,-76.20421033,43.57360267,
shore,-76.21135467,43.55399383,
shore,-76.22880917,43.53380133,
shore,-76.25418917,43.52572233,
shore,-76.27560383,43.5193735,
shore,-76.2946395,43.5124475,
shore,-76.31763733,43.5136015,
shore,-76.3422225,43.51187017,
shore,-76.35490933,43.51706483,
shore,-76.37076767,43.52341317,
shore,-76.38424983,43.52341367,
shore,-76.409628,43.52341383,
shore,-76.42708,43.51302483,
shore,-76.4532555,43.50205717,
shore,-76.4667405,43.495707,
shore,-76.47626,43.48877833,
shore,-76.4897485,43.47376317,
shore,-76.51433833,43.46278917,
shore,-76.53734,43.45816817,
shore,-76.552412,43.4506575,
shore,-76.56430917,43.44834667,
shore,-76.57858867,43.4391015,
shore,-76.592075,43.43043317,
shore,-76.60318233,43.42176317,
shore,-76.61666717,43.41656133,
shore,-76.632531,43.41251467,
shore,-76.649194,43.393434,
shore,-76.66030333,43.37955367,
shore,-76.6769665,43.3621995,
shore,-76.6944225,43.34484,
shore,-76.70949133,43.34484083,
shore,-76.72773317,43.34484167,
shore,-76.74122033,43.33558167,
shore,-76.76422783,43.3205315,
shore,-76.78881817,43.31300583,
shore,-76.8126145,43.30663733,
shore,-76.83720333,43.30374283,
shore,-76.86100083,43.29621567,
shore,-76.881624,43.29274133,
shore,-76.90224583,43.29274283,
shore,-76.92445717,43.285214,
shore,-76.9434975,43.274208,
shore,-76.95539733,43.2684145,
shore,-76.98077583,43.27421033,
shore,-77.01012383,43.2713155,
shore,-77.03550533,43.2701585,
shore,-77.04502283,43.27189733,
shore,-77.056918,43.2771125,
shore,-77.07515933,43.281169,
shore,-77.09102233,43.28232883,
shore,-77.1029185,43.286964,
shore,-77.1140245,43.28233067,
shore,-77.13226667,43.2846495,
shore,-77.14812867,43.28928467,
shore,-77.17827333,43.28059783,
shore,-77.201275,43.28175883,
shore,-77.23379583,43.28176167,
shore,-77.2583865,43.27770867,
shore,-77.299633,43.27655333,
shore,-77.3313605,43.27887417,
shore,-77.363089,43.27771817,
shore,-77.3868865,43.27366517,
shore,-77.41465017,43.2678735,
shore,-77.4265485,43.2672955,
shore,-77.44717483,43.25918483,
shore,-77.47255883,43.25455083,
shore,-77.486045,43.249336,
shore,-77.50270283,43.2470195,
shore,-77.51539633,43.240065,
shore,-77.52333017,43.23542783,
shore,-77.53760867,43.23311067,
shore,-77.56219683,43.236012,
shore,-77.5836115,43.24355,
shore,-77.60423133,43.2551445,
shore,-77.61692083,43.263259,
shore,-77.64150733,43.27543,
shore,-77.668474,43.28644017,
shore,-77.69385317,43.30381967,
shore,-77.70733633,43.30961217,
shore,-77.7144765,43.30555933,
shore,-77.708128,43.31771867,
shore,-77.72319767,43.32408917,
shore,-77.73826767,43.332196,
shore,-77.75968283,43.3414595,
shore,-77.79537833,43.340306,
shore,-77.81996833,43.34378167,
shore,-77.84376467,43.347257,
shore,-77.86914733,43.34899617,
shore,-77.8977035,43.35189333,
shore,-77.92467233,43.35710433,
shore,-77.94926167,43.36462933,
shore,-77.97464433,43.36752517,
shore,-78.00082133,43.36637133,
shore,-78.02620467,43.36579533,
shore,-78.03968867,43.36926867,
shore,-78.06269233,43.36811383,
shore,-78.08014333,43.371009,
shore,-78.1158375,43.37506233,
shore,-78.134082,43.37506467,
shore,-78.15946467,43.375646,
shore,-78.184055,43.3710205,
shore,-78.21023067,43.37102333,
shore,-78.24433867,43.371027,
shore,-78.2808265,43.3716095,
shore,-78.32603867,43.37103567,
shore,-78.35221433,43.37335283,
shore,-78.368871,43.37624683,
shore,-78.41011683,43.373937,
shore,-78.43153333,43.37278217,
shore,-78.4561215,43.372206,
shore,-78.4902285,43.37510183,
shore,-78.5132305,43.37279033,
shore,-78.555268,43.36874417,
shore,-78.588581,43.36180433,
shore,-78.6298245,43.3583365,
shore,-78.66313667,43.35139517,
shore,-78.6861375,43.34445233,
shore,-78.70279283,43.33924417,
shore,-78.7257935,43.33982483,
shore,-78.74879417,43.3346175,
shore,-78.77417367,43.3276725,
shore,-78.808277,43.32246483,
shore,-78.833656,43.3184135,
shore,-78.84555183,43.312624,
shore,-78.87251683,43.30683517,
shore,-78.90186017,43.29930867,
shore,-78.925652,43.29351783,
shore,-78.95102983,43.28540983,
shore,-78.9772,43.28019767,
shore,-79.00812867,43.2767235,
shore,-79.04460783,43.26861367,
shore,-79.06126133,43.26455833,
shore,-79.064433,43.26224033,
shore,-79.07632833,43.25876383,
shore,-79.08901667,43.26224183,
shore,-79.104084,43.25992417,
shore,-79.11359983,43.25586783,
shore,-79.12390867,43.25702733,
shore,-79.13421817,43.25818683,
shore,-79.15324917,43.247176,
shore,-79.17624467,43.23790183,
shore,-79.19527533,43.22920683,
shore,-79.20399783,43.22572833,
shore,-79.21272083,43.22572867,
shore,-79.21430733,43.23094667,
shore,-79.21351483,43.23616433,
shore,-79.21747833,43.22688833,
shore,-79.2293725,43.22340983,
shore,-79.24523117,43.21355217,
shore,-79.26426133,43.20717367,
shore,-79.29122033,43.19847383,
shore,-79.30787133,43.18919317,
shore,-79.32610783,43.1822315,
shore,-79.3498955,43.18165183,
shore,-79.373683,43.185713,
shore,-79.38954233,43.19267483,
shore,-79.40222933,43.19673533,
shore,-79.43632367,43.1978955,
shore,-79.45059617,43.19963517,
shore,-79.480725,43.19557467,
shore,-79.51402533,43.19557433,
shore,-79.53384633,43.19557417,
shore,-79.5473255,43.2002145,
shore,-79.56080517,43.20543367,
shore,-79.58459033,43.20543317,
shore,-79.60124117,43.21355183,
shore,-79.61947817,43.22398833,
shore,-79.6313715,43.22978583,
shore,-79.64405567,43.22514717,
shore,-79.655947,43.22282767,
shore,-79.66783967,43.2251465,
shore,-79.680526,43.232103,
shore,-79.70510367,43.2361595,
shore,-79.72333883,43.24311433,
shore,-79.73364567,43.246012,
shore,-79.75108733,43.24832917,
shore,-79.76456733,43.261078,
shore,-79.77884067,43.27498283,
shore,-79.78835717,43.28888517,
shore,-79.79470217,43.30046817,
shore,,,
shore,-76.785456,44.10126433,
shore,-76.78228217,44.10697983,
shore,-76.78148767,44.11498033,
shore,-76.7767285,44.11612267,
shore,-76.77672767,44.122408,
shore,-76.79021233,44.12069467,
shore,-76.79973217,44.115553,
shore,-76.80607767,44.11612533,
shore,-76.80766333,44.122982,
shore,-76.81480183,44.1269815,
shore,-76.80924817,44.13155167,
shore,-76.80528133,44.138406,
shore,-76.793382,44.14240317,
shore,-76.78306983,44.14354417,
shore,-76.77037767,44.14754117,
shore,-76.760858,44.15325083,
shore,-76.7465795,44.15667567,
shore,-76.73468,44.165239,
shore,-76.7259535,44.17380167,
shore,-76.72357483,44.16580933,
shore,-76.71246917,44.17037517,
shore,-76.70136433,44.16923267,
shore,-76.69263883,44.17208617,
shore,-76.67994617,44.18064717,
shore,-76.67756683,44.17722233,
shore,-76.66487467,44.18292933,
shore,-76.6545625,44.1863525,
shore,-76.643457,44.19034667,
shore,-76.63076683,44.186351,
shore,-76.621249,44.18349667,
shore,-76.61887017,44.17950133,
shore,-76.627596,44.172652,
shore,-76.639495,44.16637333,
shore,-76.6529805,44.15952317,
shore,-76.66091383,44.152672,
shore,-76.66646683,44.14753283,
shore,-76.67677933,44.141822,
shore,-76.680746,44.13725333,
shore,-76.68154033,44.1309695,
shore,-76.69026717,44.1224005,
shore,-76.69185467,44.115544,
shore,-76.6982015,44.10582967,
shore,-76.7029615,44.10297233,
shore,-76.702167,44.11154483,
shore,-76.7045455,44.11611683,
shore,-76.71168483,44.115546,
shore,-76.7156515,44.11211767,
shore,-76.71644533,44.108117,
shore,-76.72358417,44.10868917,
shore,-76.73230867,44.1132615,
shore,-76.74500017,44.113263,
shore,-76.74738067,44.10811967,
shore,-76.74817467,44.102976,
shore,-76.7537275,44.09840417,
shore,-76.75927983,44.10183417,
shore,-76.76721133,44.10640667,
shore,-76.77434983,44.10755067,
shore,,,
shore,-76.372202,44.1517975,
shore,-76.37815117,44.14780033,
shore,-76.38330767,44.14180383,
shore,-76.38449883,44.13295033,
shore,-76.37656617,44.13923333,
shore,-76.37101483,44.13609117,
shore,-76.36268617,44.14037467,
shore,-76.35634233,44.13409117,
shore,-76.362291,44.13266333,
shore,-76.37061933,44.1320925,
shore,-76.37934367,44.13180767,
shore,-76.38886267,44.12352433,
shore,-76.3995705,44.11838267,
shore,-76.4055195,44.115526,
shore,-76.4166235,44.1155265,
shore,-76.42098717,44.10695467,
shore,-76.43010933,44.10238317,
shore,-76.43883467,44.09609617,
shore,-76.43685083,44.1032405,
shore,-76.445386,44.11216017,
shore,-76.45607483,44.1161965,
shore,-76.4667885,44.116228,
shore,-76.4763545,44.108535,
shore,-76.489865,44.104569,
shore,-76.47553717,44.112822,
shore,-76.46239517,44.12107667,
shore,-76.4567825,44.130783,
shore,-76.45238083,44.136775,
shore,-76.45868817,44.14422983,
shore,-76.4698375,44.13825683,
shore,-76.4833505,44.135149,
shore,-76.49047817,44.13831433,
shore,-76.50357983,44.137777,
shore,-76.50991683,44.140653,
shore,-76.507909,44.1452235,
shore,-76.50231367,44.15264483,
shore,-76.50864783,44.15637883,
shore,-76.51299883,44.15982133,
shore,-76.50661767,44.16552533,
shore,-76.4914795,44.1746375,
shore,-76.47594783,44.18231683,
shore,-76.45524817,44.18969317,
shore,-76.43762833,44.19432733,
shore,-76.42335067,44.19889133,
shore,-76.4250165,44.20195133,
shore,-76.42858417,44.20165967,
shore,-76.432545,44.19908633,
shore,-76.44165367,44.20423933,
shore,-76.4369195,44.2096265,
shore,-76.4278035,44.21135417,
shore,-76.4234475,44.2150685,
shore,-76.41353483,44.21337583,
shore,-76.41075833,44.2119555,
shore,-76.40204217,44.215962,
shore,-76.393323,44.21740267,
shore,-76.392936,44.2251005,
shore,-76.400467,44.22451717,
shore,-76.40443417,44.22736117,
shore,-76.39730467,44.23221967,
shore,-76.38897867,44.23080883,
shore,-76.38222867,44.22141283,
shore,-76.37747567,44.2242715,
shore,-76.37312067,44.22883983,
shore,-76.37074217,44.22855867,
shore,-76.3719255,44.22371083,
shore,-76.36598017,44.22400583,
shore,-76.36202033,44.22743283,
shore,-76.35488983,44.23115017,
shore,-76.348546,44.22945,
shore,-76.34101917,44.2328825,
shore,-76.2914445,44.2075895,
shore,-76.30055533,44.20387067,
shore,-76.30927217,44.20186233,
shore,-76.313637,44.20584617,
shore,-76.32117067,44.20811467,
shore,-76.32592367,44.20554217,
shore,-76.32591867,44.2018365,
shore,-76.32909117,44.20297183,
shore,-76.33345083,44.20296467,
shore,-76.3386045,44.20352667,
shore,-76.3409775,44.19981733,
shore,-76.3485085,44.19980483,
shore,-76.35009833,44.20293767,
shore,-76.36198717,44.20120783,
shore,-76.36515567,44.19920717,
shore,-76.3639565,44.1917975,
shore,-76.35839567,44.18382533,
shore,-76.3512555,44.18013183,
shore,-76.34412283,44.18156917,
shore,-76.33858017,44.18585383,
shore,-76.33580017,44.18215283,
shore,-76.34015467,44.17844017,
shore,-76.34212967,44.173876,
shore,-76.35163667,44.16986933,
shore,-76.35875883,44.16159067,
shore,-76.36746967,44.155589,
shore,,,
shore,-76.52441033,44.18244267,
shore,-76.51845583,44.18157017,
shore,-76.51289883,44.1806985,
shore,-76.50970867,44.1832645,
shore,-76.50454733,44.1826795,
shore,-76.50098933,44.17923867,
shore,-76.49583433,44.17750917,
shore,-76.5026095,44.1729505,
shore,-76.50818233,44.17039117,
shore,-76.51454767,44.16811883,
shore,-76.52012867,44.16355667,
shore,-76.5257065,44.15956667,
shore,-76.53525183,44.156157,
shore,-76.54281283,44.152171,
shore,-76.54798617,44.14932267,
shore,-76.5543385,44.14933617,
shore,-76.55471533,44.1541985,
shore,-76.5459575,44.159613,
shore,-76.53879233,44.16360083,
shore,-76.53321283,44.16816367,
shore,-76.5252515,44.17214867,
shore,-76.52562017,44.1784415,
shore,,,
shore,-76.832544,43.962076,
shore,-76.83333517,43.95635967,
shore,-76.83729067,43.954073,
shore,-76.8428285,43.95207133,
shore,-76.8436205,43.95521483,
shore,-76.84124767,43.95893067,
shore,-76.83650033,43.9603605,
shore,,,
shore,-76.81157883,43.946644,
shore,-76.80564467,43.9486445,
shore,-76.80089783,43.949501,
shore,-76.798921,43.94750067,
shore,-76.80287717,43.94550067,
shore,-76.80841517,43.9449295,
shore,,,
shore,-76.638369,43.93135917,
shore,-76.63124167,43.93392017,
shore,-76.622537,43.9347635,
shore,-76.617805,43.93103983,
shore,-76.617822,43.926467,
shore,-76.6122955,43.92388467,
shore,-76.60833667,43.925021,
shore,-76.60399233,43.92358367,
shore,-76.59923783,43.92586167,
shore,-76.59409333,43.92670917,
shore,-76.60123,43.92214983,
shore,-76.6055855,43.920729,
shore,-76.6130995,43.9204565,
shore,-76.61941733,43.92275383,
shore,-76.62573917,43.92419383,
shore,-76.63403533,43.9264935,
shore,-76.63917183,43.927931,
shore,,,
shore,-76.590722,43.928989,
shore,-76.58735583,43.93012567,
shore,-76.5841885,43.9308335,
shore,-76.58260717,43.93068733,
shore,-76.58459533,43.92826233,
shore,-76.586973,43.9271235,
shore,-76.58974133,43.92712917,
shore,,,
shore,-76.380175,43.920913,
shore,-76.38731467,43.914606,
shore,-76.39286767,43.90715133,
shore,-76.40476567,43.901417,
shore,-76.41904333,43.89510817,
shore,-76.42697517,43.8905195,
shore,-76.43649283,43.88994633,
shore,-76.44521783,43.88707833,
shore,-76.44759717,43.88879917,
shore,-76.43887067,43.89912417,
shore,-76.428558,43.90772667,
shore,-76.4206255,43.91403417,
shore,-76.41269333,43.9209145,
shore,-76.40079617,43.920914,
shore,-76.380175,43.920913,
shore,,,
shore,-76.3548045,43.87961633,
shore,-76.34766333,43.89281133,
shore,-76.3349725,43.90026733,
shore,-76.32941983,43.90370867,
shore,-76.3230755,43.90313467,
shore,-76.31673017,43.90600233,
shore,-76.31434933,43.91345717,
shore,-76.306417,43.91804417,
shore,-76.304039,43.91403033,
shore,-76.3087995,43.90485483,
shore,-76.3151455,43.897399,
shore,-76.323078,43.88936883,
shore,-76.3286315,43.88191083,
shore,-76.336563,43.879042,
shore,-76.34290733,43.88076367,
shore,-76.34528617,43.88477967,
shore,,,
shore,-76.38411833,44.039476,
shore,-76.37380617,44.05034567,
shore,-76.35952983,44.0514895,
shore,-76.353184,44.05492117,
shore,-76.34366683,44.05377667,
shore,-76.34049533,44.0497725,
shore,-76.34604817,44.04233533,
shore,-76.35635967,44.036614,
shore,-76.36587783,44.03260883,
shore,-76.37539533,44.03203683,
shore,-76.37777367,44.03947583,
,,,
m50,-79.67896367,43.33810767,
m50,-79.66628533,43.36819833,
m50,-79.60921417,43.43065083,
m50,-79.54420817,43.4780285,
m50,-79.48554267,43.5276785,
m50,-79.45383,43.55191183,
m50,-79.40308617,43.580749,
m50,-79.37612867,43.60035033,
m50,-79.30476233,43.61648867,
m50,-79.2302245,43.65451017,
m50,-79.15251017,43.6856005,
m50,-79.082726,43.73968267,
m50,-79.03831433,43.7546325,
m50,-78.98438367,43.76153033,
m50,-78.9209355,43.785669,
m50,-78.86065683,43.78681617,
m50,-78.78451433,43.79945383,
m50,-78.725819,43.7960035,
m50,-78.663951,43.81323433,
m50,-78.60049517,43.82701433,
m50,-78.56718067,43.84194117,
m50,-78.508482,43.84308517,
m50,-78.44502333,43.84882117,
m50,-78.38473683,43.86488767,
m50,-78.28637283,43.8717655,
m50,-78.24988267,43.848804,
m50,-78.23243083,43.85339467,
m50,-78.20069967,43.87060967,
m50,-78.18324767,43.8625735,
m50,-78.10867867,43.89355017,
m50,-78.02617633,43.90157183,
m50,-78.00396467,43.88550783,
m50,-77.9262225,43.86943317,
m50,-77.8595845,43.89122883,
m50,-77.80246733,43.88089567,
m50,-77.718378,43.87170517,
m50,-77.6898185,43.88088267,
m50,-77.6120765,43.86021467,
m50,-77.5882795,43.83495217,
m50,-77.59938833,43.80164,
m50,-77.6120845,43.75796117,
m50,-77.588286,43.7556585,
m50,-77.54861917,43.78209683,
m50,-77.49626033,43.800479,
m50,-77.46294033,43.82115517,
m50,-77.41534317,43.81885233,
m50,-77.41375917,43.79357467,
m50,-77.43597317,43.77403733,
m50,-77.43280133,43.76139017,
m50,-77.38996483,43.75563583,
m50,-77.33601917,43.77862433,
m50,-77.2471715,43.78666067,
m50,-77.16149917,43.78435283,
m50,-77.164676,43.7579115,
m50,-77.1408775,43.7625085,
m50,-77.09327867,43.787794,
m50,-77.0282285,43.81306733,
m50,-76.94731483,43.83373533,
m50,-76.872751,43.8360255,
m50,-76.76487267,43.84520317,
m50,-76.6776215,43.84404883,
m50,-76.57768833,43.811884,
m50,-76.47141633,43.7716565,
m50,-76.40639067,43.7325555,
m50,-76.32868617,43.66810133,
m50,-76.33028833,43.61741233,
m50,-76.373131,43.56783567,
m50,-76.44927683,43.53899483,
m50,-76.53018333,43.50898667,
m50,-76.63171817,43.46394817,
m50,-76.69676833,43.42696933,
m50,-76.7285025,43.40384633,
m50,-76.815756,43.38303167,
m50,-76.89032083,43.361053,
m50,-76.9759935,43.332122,
m50,-77.04738383,43.31939083,
m50,-77.1520825,43.324031,
m50,-77.26154617,43.317093,
m50,-77.35514383,43.319418,
m50,-77.42336233,43.31247667,
m50,-77.470958,43.30321617,
m50,-77.54868717,43.3275435,
m50,-77.62641817,43.35070483,
m50,-77.697806,43.366915,
m50,-77.78347383,43.37618133,
m50,-77.88659283,43.38891867,
m50,-77.98336633,43.39818333,
m50,-78.05158383,43.40281733,
m50,-78.14994383,43.40629783,
m50,-78.21816033,43.41208733,
m50,-78.28479017,43.41325083,
m50,-78.37997483,43.40863533,
m50,-78.50371217,43.39939583,
m50,-78.640136,43.38321417,
m50,-78.746416,43.37165333,
m50,-78.84951933,43.34967317,
m50,-78.91296567,43.33694417,
m50,-78.97641117,43.33694767,
m50,-79.06523267,43.33579433,
m50,-79.1159855,43.32653433,
m50,-79.16514983,43.3045335,
m50,-79.21431233,43.27904917,
m50,-79.2634755,43.26862133,
m50,-79.33325433,43.262828,
m50,-79.41254633,43.26051033,
m50,-79.50452367,43.27093933,
m50,-79.58539883,43.28831667,
m50,-79.64883067,43.3114795,
m50,-79.67261867,43.32653117,
m50,-79.67896367,43.33810767,
,,,
m100,-79.45380617,43.42372067,
m100,-79.403067,43.471102,
m100,-79.36183883,43.50343983,
m100,-79.293648,43.53691483,
m100,-79.27779167,43.5599905,
m100,-79.23338517,43.57383167,
m100,-79.20008283,43.60726833,
m100,-79.13505567,43.62686033,
m100,-79.10968017,43.64759833,
m100,-79.05258033,43.66141883,
m100,-78.96375567,43.68559683,
m100,-78.86858217,43.705161,
m100,-78.81940533,43.68098567,
m100,-78.72898583,43.69249283,
m100,-78.62904483,43.69248617,
m100,-78.625873,43.710901,
m100,-78.571935,43.70284117,
m100,-78.50054683,43.73160183,
m100,-78.36411133,43.74769317,
m100,-78.18007583,43.76147467,
m100,-78.02618033,43.77525467,
m100,-77.98334333,43.764903,
m100,-77.87545533,43.78673233,
m100,-77.71203917,43.756823,
m100,-77.667618,43.71540633,
m100,-77.65175517,43.68202467,
m100,-77.56449483,43.67740883,
m100,-77.53752433,43.667042,
m100,-77.397906,43.68429817,
m100,-77.30112533,43.6981015,
m100,-77.26146467,43.68082933,
m100,-77.193242,43.69809017,
m100,-77.17738117,43.671609,
m100,-77.20118117,43.65663967,
m100,-77.186905,43.642815,
m100,-77.088537,43.67620633,
m100,-76.95685517,43.70612433,
m100,-76.81883183,43.72912617,
m100,-76.6633695,43.72106217,
m100,-76.5523325,43.7026445,
m100,-76.515848,43.703794,
m100,-76.45557733,43.67961833,
m100,-76.41433933,43.66810283,
m100,-76.41117617,43.63700283,
m100,-76.46353383,43.59436033,
m100,-76.51589367,43.54822733,
m100,-76.58728617,43.512452,
m100,-76.655505,43.48358683,
m100,-76.72531317,43.448931,
m100,-76.7633865,43.441999,
m100,-76.8680945,43.409636,
m100,-76.96645733,43.3818845,
m100,-77.0505385,43.37032133,
m100,-77.074338,43.35875167,
m100,-77.11875517,43.36338417,
m100,-77.25043,43.3529805,
m100,-77.372587,43.34604783,
m100,-77.43287517,43.33332017,
m100,-77.47570917,43.33332467,
m100,-77.51695,43.36110883,
m100,-77.61689217,43.38541733,
m100,-77.72794217,43.40509283,
m100,-77.8374075,43.42013767,
m100,-77.9611525,43.42708883,
m100,-78.016679,43.42940733,
m100,-78.0706175,43.44675133,
m100,-78.17849733,43.44329633,
m100,-78.295894,43.44215317,
m100,-78.3545915,43.44562667,
m100,-78.45770733,43.43176667,
m100,-78.52909367,43.42136883,
m100,-78.57827033,43.4225295,
m100,-78.66710383,43.41328733,
m100,-78.7749695,43.39710533,
m100,-78.84317717,43.39479683,
m100,-78.9335895,43.39017567,
m100,-79.01131033,43.38902283,
m100,-79.05889317,43.38439783,
m100,-79.1048905,43.39365333,
m100,-79.14771133,43.371675,
m100,-79.17308683,43.363576,
m100,-79.20004983,43.37051933,
m100,-79.25397333,43.37052033,
m100,-79.29044817,43.35663483,
m100,-79.30948133,43.36936383,
m100,-79.30948467,43.391344,
m100,-79.35706167,43.387874,
m100,-79.38719183,43.3774625,
m100,-79.409397,43.3948135,
m100,-79.42684567,43.41794067,
m100,-79.45380617,43.42372067,
,,,
m150,-78.7495975,43.53805033,
m150,-78.70518183,43.55420133,
m150,-78.68932033,43.581883,
m150,-78.56082583,43.60032167,
m150,-78.45295033,43.61529767,
m150,-78.34031267,43.63487783,
m150,-78.27050767,43.64063183,
m150,-78.19752867,43.65905533,
m150,-78.11185667,43.66134967,
m150,-78.02301033,43.675159,
m150,-77.9706545,43.6693955,
m150,-77.90243267,43.67284233,
m150,-77.81993233,43.6613165,
m150,-77.76757667,43.65094383,
m150,-77.73108733,43.6348105,
m150,-77.71046217,43.63365583,
m150,-77.710463,43.6255895,
m150,-77.74695517,43.60830517,
m150,-77.78186183,43.57717783,
m150,-77.80090217,43.55757067,
m150,-77.79455717,43.54487817,
m150,-77.759652,43.55987317,
m150,-77.72633117,43.5967745,
m150,-77.707291,43.61291133,
m150,-77.643829,43.6140565,
m150,-77.58830083,43.60598117,
m150,-77.57561067,43.58753267,
m150,-77.4946965,43.59559467,
m150,-77.420129,43.600198,
m150,-77.38681317,43.59212367,
m150,-77.32176567,43.59557567,
m150,-77.26465317,43.58634533,
m150,-77.20912817,43.57480733,
m150,-77.12503983,43.60132033,
m150,-77.02508833,43.62436367,
m150,-76.90927483,43.64394183,
m150,-76.850575,43.65660833,
m150,-76.77443067,43.64853983,
m150,-76.75539767,43.63471367,
m150,-76.71256467,43.64162383,
m150,-76.6792545,43.63125233,
m150,-76.61897217,43.64161867,
m150,-76.585663,43.63124767,
m150,-76.56346017,43.6139605,
m150,-76.5444325,43.589751,
m150,-76.5761675,43.557459,
m150,-76.62852333,43.52861383,
m150,-76.66025133,43.52053567,
m150,-76.69992183,43.48012383,
m150,-76.7395805,43.4755055,
m150,-76.81097533,43.44315733,
m150,-76.89981617,43.42466867,
m150,-76.97279417,43.40733033,
m150,-77.05053117,43.3923015,
m150,-77.17744733,43.378431,
m150,-77.27104733,43.37381183,
m150,-77.35037133,43.36572,
m150,-77.41224333,43.363412,
m150,-77.424938,43.35184033,
m150,-77.45031933,43.35878717,
m150,-77.4582465,43.37961567,
m150,-77.51376933,43.39465967,
m150,-77.57087717,43.42126317,
m150,-77.62164333,43.4293615,
m150,-77.62957233,43.44901167,
m150,-77.60259917,43.46518583,
m150,-77.6438485,43.46403517,
m150,-77.672405,43.4675045,
m150,-77.67874783,43.48945267,
m150,-77.7263435,43.48714833,
m150,-77.76600567,43.49177267,
m150,-77.82153217,43.50563617,
m150,-77.8786475,43.49640517,
m150,-77.93100333,43.48486217,
m150,-77.99604983,43.48486967,
m150,-78.08013367,43.48487933,
m150,-78.15311167,43.4837325,
m150,-78.23719417,43.48374167,
m150,-78.32762167,43.47682067,
m150,-78.4228065,43.47798533,
m150,-78.50371233,43.47106183,
m150,-78.571926,43.471068,
m150,-78.64489733,43.46991883,
m150,-78.68772867,43.48609383,
m150,-78.70835117,43.49648917,
m150,-78.73849067,43.49418183,
m150,-78.75118267,43.52073783,
m150,-78.7495975,43.53805033,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
